서울시 기준일,서울시 확진자,서울시 추가 확진,서울시 치료중,서울시 퇴원,서울시 추가 퇴원,서울시 사망,전국 기준일,전국 확진,전국 추가 확진,전국 치료중,전국 퇴원,전국 사망
2021-04-02 00:00:00,32397,167,2073,29898,116,426,2021-04-02 00:00:00,104194,558,6596,95861,1737
2021-04-01 00:00:00,32233,199,2026,29782,88,425,2021-04-01 00:00:00,103639,551,6465,95439,1735
2021-03-31 00:00:00,32034,158,1916,29694,136,424,2021-03-31 00:00:00,103088,506,6327,95030,1731
2021-03-30 00:00:00,31876,145,1894,29558,119,424,2021-03-30 00:00:00,102582,447,6290,94563,1729
2021-03-29 00:00:00,31731,107,1869,29439,53,423,2021-03-29 00:00:00,102141,384,6291,94124,1726
2021-03-28 00:00:00,31624,138,1815,29386,68,423,2021-03-28 00:00:00,101757,482,6180,93855,1722
2021-03-27 00:00:00,31486,127,1746,29318,115,422,2021-03-27 00:00:00,101275,505,6079,93475,1721
2021-03-26 00:00:00,31359,122,1736,29203,277,420,2021-03-26 00:00:00,100770,494,6424,92630,1716
2021-03-25 00:00:00,31237,127,1893,28926,191,418,2021-03-25 00:00:00,100276,430,6499,92068,1709
2021-03-24 00:00:00,31110,137,1958,28735,127,417,2021-03-24 00:00:00,99846,428,6579,91560,1707
2021-03-23 00:00:00,30976,97,1953,28608,142,415,2021-03-23 00:00:00,99421,346,6638,91079,1704
2021-03-22 00:00:00,30879,109,1998,28466,80,415,2021-03-22 00:00:00,99075,415,6767,90611,1697
2021-03-21 00:00:00,30775,125,1975,28386,68,414,2021-03-21 00:00:00,98665,456,6641,90328,1696
2021-03-20 00:00:00,30650,120,1919,28318,132,413,2021-03-20 00:00:00,98209,452,6567,89949,1693
2021-03-19 00:00:00,30530,146,1931,28186,78,413,2021-03-19 00:00:00,97757,463,6544,89523,1690
2021-03-18 00:00:00,30384,124,1864,28108,121,412,2021-03-18 00:00:00,97294,445,6428,89178,1688
2021-03-17 00:00:00,30260,120,1861,27987,253,412,2021-03-17 00:00:00,96849,469,6349,88814,1686
2021-03-16 00:00:00,30140,79,1997,27734,208,409,2021-03-16 00:00:00,96380,363,6447,88255,1678
2021-03-15 00:00:00,30061,112,2128,27526,78,407,2021-03-15 00:00:00,96017,382,6588,87754,1675
2021-03-14 00:00:00,29949,112,2097,27448,251,404,2021-03-14 00:00:00,95635,459,6558,87408,1669
2021-03-13 00:00:00,29837,140,2237,27197,480,403,2021-03-13 00:00:00,95176,490,6884,86625,1667
2021-03-12 00:00:00,29697,140,2580,26717,504,400,2021-03-12 00:00:00,94686,488,7281,85743,1662
2021-03-11 00:00:00,29557,138,2945,26213,93,399,2021-03-11 00:00:00,94198,465,7871,84675,1652
2021-03-10 00:00:00,29419,138,2901,26120,151,398,2021-03-10 00:00:00,93733,470,7773,84312,1648
2021-03-09 00:00:00,29281,102,2916,25969,174,396,2021-03-09 00:00:00,93263,446,7718,83900,1645
2021-03-08 00:00:00,29179,100,2988,25795,87,396,2021-03-08 00:00:00,92817,346,7701,83474,1642
2021-03-07 00:00:00,29079,132,2977,25708,80,394,2021-03-07 00:00:00,92471,416,7617,83220,1634
2021-03-06 00:00:00,28947,128,2926,25628,82,393,2021-03-06 00:00:00,92055,418,7510,82913,1632
2021-03-05 00:00:00,28820,129,2883,25546,127,391,2021-03-05 00:00:00,91638,398,7451,82560,1627
2021-03-04 00:00:00,28691,118,2884,25419,168,388,2021-03-04 00:00:00,91240,424,7459,82162,1619
2021-03-03 00:00:00,28573,119,2937,25251,99,385,2021-03-03 00:00:00,90816,444,7504,81700,1612
2021-03-02 00:00:00,28454,122,2921,25152,65,381,2021-03-02 00:00:00,90372,344,7428,81338,1606
2021-03-01 00:00:00,28332,92,2864,25087,70,381,2021-03-01 00:00:00,90029,355,7354,81070,1605
2021-02-28 00:00:00,28240,120,2843,25017,71,380,2021-02-28 00:00:00,89676,356,7376,80697,1603
2021-02-27 00:00:00,28120,131,2796,24946,138,378,2021-02-27 00:00:00,89321,415,7393,80333,1595
2021-02-26 00:00:00,27989,132,2806,24808,156,375,2021-02-26 00:00:00,88922,406,7457,79880,1585
2021-02-25 00:00:00,27857,122,2832,24652,203,373,2021-02-25 00:00:00,88516,396,7448,79487,1581
2021-02-24 00:00:00,27735,144,2914,24449,474,372,2021-02-24 00:00:00,88120,440,7494,79050,1576
2021-02-23 00:00:00,27592,126,3246,23975,270,371,2021-02-23 00:00:00,87681,357,7714,78394,1573
2021-02-22 00:00:00,27466,106,3392,23705,152,369,2021-02-22 00:00:00,87324,332,7875,77887,1562
2021-02-21 00:00:00,27360,130,3442,23553,154,365,2021-02-21 00:00:00,86992,416,7919,77516,1557
2021-02-20 00:00:00,27230,123,3466,23399,321,365,2021-02-20 00:00:00,86574,446,7938,77083,1553
2021-02-19 00:00:00,27107,180,3665,23078,391,364,2021-02-19 00:00:00,86128,561,8065,76513,1550
2021-02-18 00:00:00,26927,185,3878,22687,257,362,2021-02-18 00:00:00,85567,621,8127,75896,1544
2021-02-17 00:00:00,26742,258,3952,22430,398,360,2021-02-17 00:00:00,84946,621,8048,75360,1538
2021-02-16 00:00:00,26484,161,4093,22032,145,359,2021-02-16 00:00:00,84325,457,8240,74551,1534
2021-02-15 00:00:00,26324,151,4081,21887,72,356,2021-02-15 00:00:00,83869,344,8548,73794,1527
2021-02-14 00:00:00,26173,152,4003,21815,89,355,2021-02-14 00:00:00,83525,326,8444,73559,1522
2021-02-13 00:00:00,26021,136,3943,21726,78,352,2021-02-13 00:00:00,83199,362,8458,73227,1514
2021-02-12 00:00:00,25885,158,3886,21648,100,351,2021-02-12 00:00:00,82837,403,8394,72936,1507
2021-02-11 00:00:00,25727,183,3832,21548,71,347,2021-02-11 00:00:00,82434,504,8300,72638,1496
2021-02-10 00:00:00,25544,175,3724,21477,159,343,2021-02-10 00:00:00,81930,444,8218,72226,1486
2021-02-09 00:00:00,25369,90,3710,21318,133,341,2021-02-09 00:00:00,81487,303,8329,71676,1482
2021-02-08 00:00:00,25279,112,3755,21185,93,339,2021-02-08 00:00:00,81190,289,8498,71218,1474
2021-02-07 00:00:00,25167,144,3737,21092,83,338,2021-02-07 00:00:00,80896,372,8560,70865,1471
2021-02-06 00:00:00,25023,143,3681,21009,98,333,2021-02-06 00:00:00,80524,393,8555,70505,1464
2021-02-05 00:00:00,24880,126,3637,20911,140,332,2021-02-05 00:00:00,80131,370,8555,70117,1459
2021-02-04 00:00:00,24755,172,3655,20771,78,329,2021-02-04 00:00:00,79762,451,8610,69704,1448
2021-02-03 00:00:00,24583,188,3563,20693,208,327,2021-02-03 00:00:00,79311,467,8571,69299,1441
2021-02-02 00:00:00,24395,128,3584,20485,155,326,2021-02-02 00:00:00,78844,336,8634,68775,1435
2021-02-01 00:00:00,24267,107,3612,20330,242,325,2021-02-01 00:00:00,78508,305,8774,68309,1425
2021-01-31 00:00:00,24162,101,3750,20088,494,324,2021-01-31 00:00:00,78205,355,8907,67878,1420
2021-01-30 00:00:00,24061,154,4144,19594,108,323,2021-01-30 00:00:00,77850,458,9315,67121,1414
2021-01-29 00:00:00,23908,112,4105,19486,157,317,2021-01-29 00:00:00,77395,469,9493,66503,1399
2021-01-28 00:00:00,23797,105,4157,19329,171,311,2021-01-28 00:00:00,76926,497,9524,66016,1386
2021-01-27 00:00:00,23692,129,4227,19158,130,307,2021-01-27 00:00:00,76429,559,9573,65478,1378
2021-01-26 00:00:00,23563,104,4231,19028,402,304,2021-01-26 00:00:00,75875,354,9711,64793,1371
2021-01-25 00:00:00,23459,102,4532,18626,172,301,2021-01-25 00:00:00,75521,437,11205,62956,1360
2021-01-24 00:00:00,23357,133,4606,18454,160,297,2021-01-24 00:00:00,75084,392,11205,62530,1349
2021-01-23 00:00:00,23224,127,4636,18294,138,294,2021-01-23 00:00:00,74692,431,11311,62044,1337
2021-01-22 00:00:00,23097,115,4651,18156,169,290,2021-01-22 00:00:00,74262,346,11519,61415,1328
2021-01-21 00:00:00,22984,125,4712,17987,225,285,2021-01-21 00:00:00,73918,401,11756,60846,1316
2021-01-20 00:00:00,22859,143,4818,17762,275,279,2021-01-20 00:00:00,73518,404,12038,60180,1300
2021-01-19 00:00:00,22717,101,4953,17487,276,277,2021-01-19 00:00:00,73115,386,12364,59468,1283
2021-01-18 00:00:00,22616,132,5134,17211,118,271,2021-01-18 00:00:00,72729,389,12742,58723,1264
2021-01-17 00:00:00,22484,145,5126,17093,208,265,2021-01-17 00:00:00,72340,520,12838,58253,1249
2021-01-16 00:00:00,22339,156,5192,16885,367,262,2021-01-16 00:00:00,71820,580,13030,57554,1236
2021-01-15 00:00:00,22183,127,5411,16518,214,254,2021-01-15 00:00:00,71241,513,13488,56536,1217
2021-01-14 00:00:00,22056,134,5500,16304,217,252,2021-01-14 00:00:00,70728,524,13761,55772,1195
2021-01-13 00:00:00,21922,152,5585,16087,149,250,2021-01-13 00:00:00,70212,562,14391,54636,1185
2021-01-12 00:00:00,21771,167,5585,15938,404,248,2021-01-12 00:00:00,69651,537,14917,53569,1165
2021-01-11 00:00:00,21604,141,5832,15534,1734,238,2021-01-11 00:00:00,69114,451,15422,52552,1140
2021-01-10 00:00:00,21463,187,7433,13800,541,230,2021-01-10 00:00:00,68664,665,17130,50409,1125
2021-01-09 00:00:00,21276,188,7794,13259,454,223,2021-01-09 00:00:00,67999,641,17575,49324,1100
2021-01-08 00:00:00,21088,191,8060,12805,262,223,2021-01-08 00:00:00,67358,674,17908,48369,1081
2021-01-07 00:00:00,20899,298,8143,12543,114,213,2021-01-07 00:00:00,66686,870,17991,47649,1046
2021-01-06 00:00:00,20602,264,7966,12429,334,207,2021-01-06 00:00:00,65818,840,17796,46995,1027
2021-01-05 00:00:00,20338,199,8039,12095,374,204,2021-01-05 00:00:00,64979,715,17800,46172,1007
2021-01-04 00:00:00,20138,329,8224,11721,200,193,2021-01-04 00:00:00,64264,1020,18043,45240,981
2021-01-03 00:00:00,19809,197,8099,11521,669,189,2021-01-03 00:00:00,63244,657,17775,44507,962
2021-01-02 00:00:00,19614,251,8576,10852,65,186,2021-01-02 00:00:00,62593,824,18073,43578,942
2021-01-01 00:00:00,19363,359,8394,10787,346,182,2021-01-01 00:00:00,61769,1029,17899,42953,917
2020-12-31 00:00:00,19004,366,8386,10441,316,177,2020-12-31 00:00:00,60740,967,17569,42271,900
2020-12-30 00:00:00,18638,387,8341,10125,115,172,2020-12-30 00:00:00,59773,1050,17459,41435,879
2020-12-29 00:00:00,18253,523,8076,10010,399,167,2020-12-29 00:00:00,58725,1046,17163,40703,859
2020-12-28 00:00:00,17731,301,7961,9611,22,159,2020-12-28 00:00:00,57680,808,17593,39268,819
2020-12-27 00:00:00,17430,362,7684,9589,109,157,2020-12-27 00:00:00,56872,970,17024,39040,808
2020-12-26 00:00:00,17068,466,7433,9480,160,155,2020-12-26 00:00:00,55902,1132,16577,38532,793
2020-12-25 00:00:00,16602,552,7134,9320,149,148,2020-12-25 00:00:00,54770,1216,15949,38048,773
2020-12-24 00:00:00,16050,319,6732,9171,307,147,2020-12-24 00:00:00,53533,985,15352,37425,756
2020-12-23 00:00:00,15732,376,6723,8864,302,145,2020-12-23 00:00:00,52550,1092,15085,36726,739
2020-12-22 00:00:00,15356,317,6650,8562,192,144,2020-12-22 00:00:00,51460,869,14810,35928,722
2020-12-21 00:00:00,15039,328,6533,8370,150,136,2020-12-21 00:00:00,50591,926,14738,35155,698
2020-12-20 00:00:00,14711,473,6361,8220,189,130,2020-12-20 00:00:00,49665,1097,14269,34722,674
2020-12-19 00:00:00,14240,384,6081,8031,35,128,2020-12-19 00:00:00,48570,1053,13577,34334,659
2020-12-18 00:00:00,13856,398,5734,7996,75,126,2020-12-18 00:00:00,47515,1062,12888,33982,645
2020-12-17 00:00:00,13458,423,5412,7921,231,125,2020-12-17 00:00:00,46453,1014,12209,33610,634
2020-12-16 00:00:00,13035,378,5225,7690,26,120,2020-12-16 00:00:00,45442,1078,11883,32947,612
2020-12-15 00:00:00,12657,251,4878,7664,91,115,2020-12-15 00:00:00,44364,880,11205,32559,600
2020-12-14 00:00:00,12406,219,4721,7573,34,112,2020-12-14 00:00:00,43484,718,10795,32102,587
2020-12-13 00:00:00,12187,399,4588,7490,34,109,2020-12-13 00:00:00,42766,1030,10372,31814,580
2020-12-12 00:00:00,11788,362,4223,7456,25,109,2020-12-12 00:00:00,41736,950,9665,31493,578
2020-12-11 00:00:00,11426,252,3889,7431,145,106,2020-12-11 00:00:00,40786,689,9057,31157,572
2020-12-10 00:00:00,11175,251,3784,7286,69,105,2020-12-10 00:00:00,40098,682,8897,30637,564
2020-12-09 00:00:00,10932,270,3610,7217,188,105,2020-12-09 00:00:00,39432,686,8699,30177,556
2020-12-08 00:00:00,10663,214,3530,7029,77,104,2020-12-08 00:00:00,38755,594,8553,29650,552
2020-12-07 00:00:00,10449,244,3395,6952,32,102,2020-12-07 00:00:00,38161,615,8311,29301,549
2020-12-06 00:00:00,10205,254,3184,6920,33,101,2020-12-06 00:00:00,37546,631,7873,29128,545
2020-12-05 00:00:00,9951,235,2964,6887,113,100,2020-12-05 00:00:00,36915,583,7458,28917,540
2020-12-04 00:00:00,9716,295,2845,6774,55,97,2020-12-04 00:00:00,36332,629,7185,28611,536
2020-12-03 00:00:00,9421,262,2607,6719,94,95,2020-12-03 00:00:00,35703,540,6822,28352,529
2020-12-02 00:00:00,9159,193,2441,6625,5,93,2020-12-02 00:00:00,35163,511,6572,28065,526
2020-12-01 00:00:00,8966,155,2253,6620,86,93,2020-12-01 00:00:00,34652,451,6241,27885,526
2020-11-30 00:00:00,8811,159,2184,6534,5,93,2020-11-30 00:00:00,34201,438,6022,27653,526
2020-11-29 00:00:00,8652,158,2031,6529,56,92,2020-11-29 00:00:00,33824,450,5759,27542,523
2020-11-28 00:00:00,8494,178,1948,6455,91,91,2020-11-28 00:00:00,33375,504,5504,27349,522
2020-11-27 00:00:00,8317,204,1865,6364,64,88,2020-11-27 00:00:00,32887,569,5268,27103,516
2020-11-26 00:00:00,8113,213,1725,6300,42,88,2020-11-26 00:00:00,32318,583,4853,26950,515
2020-11-25 00:00:00,7900,142,1555,6258,23,87,2020-11-25 00:00:00,31735,382,4397,26825,513
2020-11-24 00:00:00,7758,133,1436,6235,63,87,2020-11-24 00:00:00,31353,349,4121,26722,510
2020-11-23 00:00:00,7625,112,1367,6172,1,86,2020-11-23 00:00:00,31004,271,3956,26539,509
2020-11-22 00:00:00,7513,121,1257,6171,35,85,2020-11-22 00:00:00,30733,330,3762,26466,505
2020-11-21 00:00:00,7392,156,1171,6136,27,85,2020-11-21 00:00:00,30403,386,3535,26365,503
2020-11-20 00:00:00,7236,132,1043,6109,97,84,2020-11-20 00:00:00,30017,363,3253,26263,501
2020-11-19 00:00:00,7104,109,1009,6012,44,83,2020-11-19 00:00:00,29654,343,3058,26098,498
2020-11-18 00:00:00,6995,92,945,5968,45,82,2020-11-18 00:00:00,29311,313,2842,25973,496
2020-11-17 00:00:00,6903,90,899,5923,38,81,2020-11-17 00:00:00,28998,230,2644,25860,494
2020-11-16 00:00:00,6814,81,848,5885,11,81,2020-11-16 00:00:00,28769,223,2516,25759,494
2020-11-15 00:00:00,6733,85,778,5874,21,81,2020-11-15 00:00:00,28546,208,2362,25691,493
2020-11-14 00:00:00,6648,69,715,5853,28,80,2020-11-14 00:00:00,28338,205,2210,25636,492
2020-11-13 00:00:00,6579,74,674,5826,50,79,2020-11-13 00:00:00,28133,191,2108,25537,488
2020-11-12 00:00:00,6505,53,650,5776,41,79,2020-11-12 00:00:00,27942,143,2051,25404,487
2020-11-11 00:00:00,6452,45,638,5735,32,79,2020-11-11 00:00:00,27799,146,2046,25266,487
2020-11-10 00:00:00,6407,35,625,5703,30,79,2020-11-10 00:00:00,27653,100,2008,25160,485
2020-11-09 00:00:00,6372,46,621,5673,23,78,2020-11-09 00:00:00,27553,126,2044,25029,480
2020-11-08 00:00:00,6326,54,598,5650,11,78,2020-11-08 00:00:00,27427,143,1981,24968,478
2020-11-07 00:00:00,6272,37,555,5639,12,78,2020-11-07 00:00:00,27284,89,1897,24910,477
2020-11-06 00:00:00,6235,40,530,5627,21,78,2020-11-06 00:00:00,27195,145,1898,24821,476
2020-11-05 00:00:00,6195,50,511,5606,34,78,2020-11-05 00:00:00,27050,125,1840,24735,475
2020-11-04 00:00:00,6145,42,495,5572,27,78,2020-11-04 00:00:00,26925,118,1835,24616,474
2020-11-03 00:00:00,6103,22,480,5545,45,78,2020-11-03 00:00:00,26807,75,1825,24510,472
2020-11-02 00:00:00,6081,25,503,5500,4,78,2020-11-02 00:00:00,26732,97,1869,24395,468
2020-11-01 00:00:00,6056,45,482,5496,1,78,2020-11-01 00:00:00,26635,124,1812,24357,466
2020-10-31 00:00:00,6011,52,438,5495,20,78,2020-10-31 00:00:00,26511,127,1736,24311,464
2020-10-30 00:00:00,5960,48,407,5475,13,78,2020-10-30 00:00:00,26385,114,1695,24227,463
2020-10-29 00:00:00,5912,36,372,5462,28,78,2020-10-29 00:00:00,26271,125,1641,24168,462
2020-10-28 00:00:00,5876,25,365,5434,40,77,2020-10-28 00:00:00,26146,103,1612,24073,461
2020-10-27 00:00:00,5851,24,381,5394,18,76,2020-10-27 00:00:00,26043,88,1602,23981,460
2020-10-26 00:00:00,5827,20,385,5368,18,74,2020-10-26 00:00:00,25955,119,1593,23905,457
2020-10-25 00:00:00,5807,17,383,5350,0,74,2020-10-25 00:00:00,25836,61,1510,23869,457
2020-10-24 00:00:00,5790,22,366,5350,46,74,2020-10-24 00:00:00,25775,77,1484,23834,457
2020-10-23 00:00:00,5768,20,390,5304,21,74,2020-10-23 00:00:00,25698,155,1526,23717,455
2020-10-22 00:00:00,5748,18,391,5283,15,74,2020-10-22 00:00:00,25543,121,1443,23647,453
2020-10-21 00:00:00,5730,17,391,5268,51,71,2020-10-21 00:00:00,25424,91,1390,23584,450
2020-10-20 00:00:00,5713,11,427,5217,56,69,2020-10-20 00:00:00,25333,58,1420,23466,447
2020-10-19 00:00:00,5702,14,472,5161,29,69,2020-10-19 00:00:00,25275,76,1463,23368,444
2020-10-18 00:00:00,5688,20,487,5132,13,69,2020-10-18 00:00:00,25199,91,1443,23312,444
2020-10-17 00:00:00,5668,18,481,5119,29,68,2020-10-17 00:00:00,25108,73,1407,23258,443
2020-10-16 00:00:00,5650,18,492,5091,36,67,2020-10-16 00:00:00,25035,47,1414,23180,441
2020-10-15 00:00:00,5632,25,511,5055,5,66,2020-10-15 00:00:00,24988,110,1467,23082,439
2020-10-14 00:00:00,5607,23,491,5050,85,66,2020-10-14 00:00:00,24889,84,1421,23030,438
2020-10-13 00:00:00,5584,20,554,4965,71,65,2020-10-13 00:00:00,24805,102,1508,22863,434
2020-10-12 00:00:00,5564,31,606,4894,16,64,2020-10-12 00:00:00,24703,97,1541,22729,433
2020-10-11 00:00:00,5533,23,591,4878,31,64,2020-10-11 00:00:00,24606,58,1481,22693,432
2020-10-10 00:00:00,5510,25,600,4847,1,63,2020-10-10 00:00:00,24548,72,1494,22624,430
2020-10-09 00:00:00,5485,22,577,4846,37,62,2020-10-09 00:00:00,24476,54,1479,22569,428
2020-10-08 00:00:00,5463,20,592,4809,73,62,2020-10-08 00:00:00,24422,69,1532,22463,427
2020-10-07 00:00:00,5443,33,646,4736,152,61,2020-10-07 00:00:00,24353,114,1594,22334,425
2020-10-06 00:00:00,5410,15,765,4584,109,61,2020-10-06 00:00:00,24239,75,1734,22083,422
2020-10-05 00:00:00,5395,19,859,4475,9,61,2020-10-05 00:00:00,24164,73,1856,21886,422
2020-10-04 00:00:00,5376,16,850,4466,10,60,2020-10-04 00:00:00,24091,64,1825,21845,421
2020-10-03 00:00:00,5360,26,845,4456,11,59,2020-10-03 00:00:00,24027,75,1820,21787,420
2020-10-02 00:00:00,5334,11,832,4445,12,57,2020-10-02 00:00:00,23952,63,1803,21733,416
2020-10-01 00:00:00,5323,30,833,4433,18,57,2020-10-01 00:00:00,23889,77,1808,21666,415
2020-09-30 00:00:00,5293,51,822,4415,14,56,2020-09-30 00:00:00,23812,113,1809,21590,413
2020-09-29 00:00:00,5242,11,787,4401,75,54,2020-09-29 00:00:00,23699,38,1822,21470,407
2020-09-28 00:00:00,5231,19,847,4330,4,54,2020-09-28 00:00:00,23661,50,1963,21292,406
2020-09-27 00:00:00,5212,34,833,4326,10,53,2020-09-27 00:00:00,23611,95,1962,21248,401
2020-09-26 00:00:00,5178,26,809,4316,89,53,2020-09-26 00:00:00,23516,61,1451,21666,399
2020-09-25 00:00:00,5152,57,872,4228,55,52,2020-09-25 00:00:00,23455,114,2082,20978,395
2020-09-24 00:00:00,5095,39,872,4173,63,50,2020-09-24 00:00:00,23341,125,2116,20832,393
2020-09-23 00:00:00,5056,40,897,4110,76,49,2020-09-23 00:00:00,23216,110,2178,20650,388
2020-09-22 00:00:00,5016,21,933,4034,49,49,2020-09-22 00:00:00,23106,61,2277,20441,388
2020-09-21 00:00:00,4995,23,962,3985,24,48,2020-09-21 00:00:00,23045,70,2412,20248,385
2020-09-20 00:00:00,4972,28,964,3961,73,47,2020-09-20 00:00:00,22975,82,2434,20158,383
2020-09-19 00:00:00,4944,40,1010,3888,47,46,2020-09-19 00:00:00,22893,110,2545,19970,378
2020-09-18 00:00:00,4904,46,1017,3841,93,46,2020-09-18 00:00:00,22783,126,2635,19771,377
2020-09-17 00:00:00,4857,63,1066,3748,54,43,2020-09-17 00:00:00,22657,153,2742,19543,372
2020-09-16 00:00:00,4794,51,1058,3694,201,42,2020-09-16 00:00:00,22504,113,2827,19310,367
2020-09-15 00:00:00,4743,32,1208,3493,217,42,2020-09-15 00:00:00,22391,106,3146,18878,367
2020-09-14 00:00:00,4711,41,1395,3276,164,40,2020-09-14 00:00:00,22285,109,3433,18489,363
2020-09-13 00:00:00,4670,31,1520,3112,41,38,2020-09-13 00:00:00,22176,121,3592,18226,358
2020-09-12 00:00:00,4639,50,1533,3071,234,35,2020-09-12 00:00:00,22055,136,3671,18029,355
2020-09-11 00:00:00,4589,63,1718,2837,75,34,2020-09-11 00:00:00,21919,176,3953,17616,350
2020-09-10 00:00:00,4526,48,1732,2762,119,32,2020-09-10 00:00:00,21743,155,4037,17360,346
2020-09-09 00:00:00,4478,49,1803,2643,206,32,2020-09-09 00:00:00,21588,156,4221,17023,344
2020-09-08 00:00:00,4429,67,1960,2437,171,32,2020-09-08 00:00:00,21432,136,4455,16636,341
2020-09-07 00:00:00,4362,48,2068,2266,41,28,2020-09-07 00:00:00,21296,119,4663,16297,336
2020-09-06 00:00:00,4314,63,2063,2225,5,26,2020-09-06 00:00:00,21177,167,4697,16146,334
2020-09-05 00:00:00,4251,51,2006,2220,45,25,2020-09-05 00:00:00,21010,168,4668,16009,333
2020-09-04 00:00:00,4201,68,2001,2176,65,24,2020-09-04 00:00:00,20842,198,4728,15783,331
2020-09-03 00:00:00,4131,69,1996,2111,63,24,2020-09-03 00:00:00,20644,195,4786,15529,329
2020-09-02 00:00:00,4062,101,1990,2048,47,24,2020-09-02 00:00:00,20449,267,4767,15356,326
2020-09-01 00:00:00,3961,94,1937,2001,112,23,2020-09-01 00:00:00,20182,235,4660,15198,324
2020-08-31 00:00:00,3867,94,1945,1899,11,23,2020-08-31 00:00:00,19947,248,4650,14973,324
2020-08-30 00:00:00,3773,116,1863,1888,1,22,2020-08-30 00:00:00,19699,299,4473,14903,323
2020-08-29 00:00:00,3657,125,1750,1887,125,20,2020-08-29 00:00:00,19400,323,4314,14765,321
2020-08-28 00:00:00,3532,146,1751,1762,29,19,2020-08-28 00:00:00,19077,371,4210,14551,316
2020-08-27 00:00:00,3386,154,1636,1733,34,17,2020-08-27 00:00:00,18706,441,3932,14461,313
2020-08-26 00:00:00,3232,112,1516,1699,28,17,2020-08-26 00:00:00,18265,320,3585,14368,312
2020-08-25 00:00:00,3120,134,1433,1671,32,16,2020-08-25 00:00:00,17945,280,3349,14286,310
2020-08-24 00:00:00,2986,97,1331,1639,0,16,2020-08-24 00:00:00,17665,266,3137,14219,309
2020-08-23 00:00:00,2889,140,1234,1639,0,16,2020-08-23 00:00:00,17399,397,2890,14200,309
2020-08-22 00:00:00,2749,128,1094,1639,17,16,2020-08-22 00:00:00,17002,332,2524,14169,309
2020-08-21 00:00:00,2621,126,983,1622,21,16,2020-08-21 00:00:00,16670,324,2241,14120,309
2020-08-20 00:00:00,2495,135,879,1601,13,15,2020-08-20 00:00:00,16346,288,1976,14063,307
2020-08-19 00:00:00,2360,151,758,1588,15,14,2020-08-19 00:00:00,16058,297,1746,14006,306
2020-08-18 00:00:00,2209,132,622,1573,2,14,2020-08-18 00:00:00,15761,246,1521,13934,306
2020-08-17 00:00:00,2077,90,493,1571,0,13,2020-08-17 00:00:00,15515,197,1293,13917,305
2020-08-16 00:00:00,1987,146,403,1571,0,13,2020-08-16 00:00:00,15318,279,1103,13910,305
2020-08-15 00:00:00,1841,74,257,1571,7,13,2020-08-15 00:00:00,15039,166,833,13901,305
2020-08-14 00:00:00,1767,32,190,1564,8,13,2020-08-14 00:00:00,14873,103,705,13863,305
2020-08-13 00:00:00,1735,26,166,1556,7,13,2020-08-13 00:00:00,14770,56,648,13817,305
2020-08-12 00:00:00,1709,15,147,1549,15,13,2020-08-12 00:00:00,14714,54,623,13786,305
2020-08-11 00:00:00,1694,6,147,1534,18,13,2020-08-11 00:00:00,14660,34,626,13729,305
2020-08-10 00:00:00,1688,13,159,1516,1,13,2020-08-10 00:00:00,14626,28,663,13658,305
2020-08-09 00:00:00,1675,13,147,1515,1,13,2020-08-09 00:00:00,14598,36,651,13642,305
2020-08-08 00:00:00,1662,17,135,1514,12,13,2020-08-08 00:00:00,14562,43,629,13629,304
2020-08-07 00:00:00,1645,9,130,1502,15,13,2020-08-07 00:00:00,14519,20,673,13543,303
2020-08-06 00:00:00,1636,9,136,1488,13,12,2020-08-06 00:00:00,14499,43,697,13500,302
2020-08-05 00:00:00,1627,6,140,1475,12,12,2020-08-05 00:00:00,14456,33,748,13406,302
2020-08-04 00:00:00,1621,9,147,1463,14,11,2020-08-04 00:00:00,14423,34,770,13352,301
2020-08-03 00:00:00,1612,5,152,1449,7,11,2020-08-03 00:00:00,14389,23,808,13280,301
2020-08-02 00:00:00,1607,5,154,1442,8,11,2020-08-02 00:00:00,14366,30,806,13259,301
2020-08-01 00:00:00,1602,2,157,1434,10,11,2020-08-01 00:00:00,14336,31,802,13233,301
2020-07-31 00:00:00,1600,8,165,1424,7,11,2020-07-31 00:00:00,14305,36,821,13183,301
2020-07-30 00:00:00,1592,3,164,1417,7,11,2020-07-30 00:00:00,14269,18,837,13132,300
2020-07-29 00:00:00,1589,9,168,1410,10,11,2020-07-29 00:00:00,14251,48,882,13069,300
2020-07-28 00:00:00,1580,6,169,1400,16,11,2020-07-28 00:00:00,14203,28,896,13007,300
2020-07-27 00:00:00,1574,9,179,1384,1,11,2020-07-27 00:00:00,14175,25,971,12905,299
2020-07-26 00:00:00,1565,7,171,1383,2,11,2020-07-26 00:00:00,14150,58,962,12890,298
2020-07-25 00:00:00,1558,11,166,1381,13,11,2020-07-25 00:00:00,14092,113,928,12866,298
2020-07-24 00:00:00,1547,21,168,1368,7,11,2020-07-24 00:00:00,13979,41,864,12817,298
2020-07-23 00:00:00,1526,12,154,1361,15,11,2020-07-23 00:00:00,13938,59,883,12758,297
2020-07-22 00:00:00,1514,16,157,1346,6,11,2020-07-22 00:00:00,13879,63,884,12698,297
2020-07-21 00:00:00,1498,21,148,1340,18,10,2020-07-21 00:00:00,13816,45,877,12643,296
2020-07-20 00:00:00,1477,3,145,1322,2,10,2020-07-20 00:00:00,13771,26,903,12572,296
